TimeStamp,RAW-ENG,MIN-ENG,MAX-ENG,RAW-VAL,MIN-VAL,MAX-VAL,RAW-MED,MIN-MED,MAX-MED,RAW-FRU,MIN-FRU,MAX-FRU,RAW-FOC,MIN-FOC,MAX-FOC,RAW-EXC,MIN-EXC,MAX-EXC,MarkerRange,MarkerType,MarkerTitle
1472075304.440,-0.989896,-1.337618,-0.945858,-2.881393,-6.816606,-2.253182,-2.392201,-3.922050,-2.265720,-0.533297,-0.736621,1.949394,-0.006715,-0.058364,1.799686,-3.205143,-5.410914,-3.077090,0.0,0.0,0.0
1472075304.940,0.950684,-3.803585,1.364205,-0.669334,-0.941879,-0.313232,3.509953,3.493661,4.658825,-0.100398,-0.195908,0.924205,1.604084,0.768346,1.932636,-1.875390,-2.436212,-1.264871,0.0,0.0,0.0
1472075305.440,0.090682,-3.729647,1.423678,-0.629942,-0.837551,2.475478,0.854058,0.368013,2.486363,-4.916825,-5.736239,-4.637302,6.281886,4.319877,6.530691,0.527336,-0.379119,0.822169,0.0,0.0,0.0
1472075305.940,-2.978647,-3.527475,-2.855370,8.744941,8.718356,9.540542,5.377354,5.083239,8.585037,1.534118,0.450973,2.169871,-0.918419,-1.267767,0.768107,1.608224,0.833067,1.799758,0.0,0.0,0.0
1472075306.440,2.649718,2.429480,5.061894,1.627745,0.348390,3.611204,1.522777,0.994999,1.612439,2.820923,2.047020,3.626237,1.808339,1.702265,2.000023,1.984136,1.773040,4.311347,0.0,0.0,0.0
1472075306.940,-3.242602,-3.929812,-2.242614,-2.367045,-2.535978,-2.143870,-5.238961,-5.762042,-4.022570,-2.772368,-3.332639,5.915205,0.798644,0.245516,0.844644,2.685867,2.649425,4.437318,0.0,0.0,0.0
1472075307.440,-2.133347,-2.213618,-1.770986,-5.969726,-6.999297,-4.604277,0.087279,-0.948319,1.713137,-0.619549,-1.474045,0.112429,1.580815,1.381500,2.468258,-1.568991,-1.796848,-1.515670,0.0,0.0,0.0
1472075307.940,-4.531517,-4.821650,-4.138433,2.149189,1.683199,2.503059,-3.036826,-3.153425,-2.017283,-0.762457,-1.209140,-0.398638,-1.045638,-1.849927,-0.536999,4.869280,4.347487,5.048788,0.0,0.0,0.0
1472075308.440,2.162155,0.899923,2.783953,-4.492176,-5.259588,-2.881297,-5.023724,-5.624504,-4.340175,-1.243830,-2.457776,-0.398400,2.872646,2.482007,3.999670,3.491553,2.178692,3.598452,0.0,0.0,0.0
1472075308.940,-0.254145,-3.880046,2.209221,3.103433,1.846726,3.140705,1.290462,0.947916,2.311569,6.832736,5.950284,7.546116,2.944248,1.938340,3.602131,-1.934641,-3.518890,-1.514773,0.0,0.0,0.0
1472075309.440,0.414861,-0.761239,0.456581,-5.187268,-6.467205,-4.426110,3.886326,3.585213,4.171702,0.133264,-0.758867,0.738109,1.641959,1.571924,1.938083,3.526698,2.552964,5.694659,0.0,0.0,0.0
1472075309.940,6.156551,6.140074,6.313431,-2.311786,-3.015024,-1.663902,-2.243292,-2.387561,-1.530661,-0.101677,-1.224778,0.732473,3.887513,1.486597,3.983891,0.562924,-0.966821,1.976785,0.0,0.0,0.0
1472075310.440,-4.883131,-5.029671,-4.020796,-1.098266,-1.404554,-1.003683,-2.984896,-3.488478,-1.927714,0.625322,0.328290,1.126365,-3.920713,-4.171520,-3.615468,3.529327,2.684532,4.130872,0.0,0.0,0.0
1472075310.940,-0.787140,-1.014934,0.568862,-4.857960,-8.807722,-3.933205,-1.817200,-1.903458,-1.314551,2.834262,2.820185,3.376463,4.826646,2.832464,4.998104,-0.080840,-1.256584,1.649078,0.0,0.0,0.0
1472075311.440,-0.425744,-2.849187,1.286950,-3.033374,-4.483143,-2.876294,-0.730314,-1.381947,-0.390023,-0.109980,-1.080397,1.376770,-3.243364,-4.899635,-2.735053,7.227568,4.916814,7.477835,0.0,0.0,0.0
1472075311.940,1.398534,0.198299,5.832487,3.723490,2.899582,3.774487,-1.106108,-1.953696,-0.075726,-2.340229,-2.744627,0.920800,1.148815,1.063603,1.388288,2.858239,1.630946,3.432346,0.0,0.0,0.0
1472075312.440,-0.788427,-1.565523,0.691329,-1.987115,-3.724379,-1.574707,-0.852375,-0.880948,-0.411203,3.515601,0.546673,4.522769,-1.087367,-2.061713,0.439494,-3.749648,-5.093863,-3.470418,0.0,0.0,0.0
1472075312.940,-0.060013,-1.812948,0.089010,-0.879393,-1.264328,-0.607214,-3.748234,-3.835047,-3.246327,-2.089729,-3.344432,-1.548433,-1.784425,-4.243735,-0.355647,1.534284,0.205836,1.587048,0.0,0.0,0.0
1472075313.440,-0.064987,-0.090890,1.171488,0.350577,-1.993594,0.533794,-1.365173,-1.543360,-1.261524,0.438778,-0.346675,2.370465,-1.348014,-2.015962,-1.180640,1.283274,0.437137,1.696105,0.0,0.0,0.0
1472075313.940,1.716420,1.651053,1.933918,-0.388102,-0.413269,1.174198,3.549871,3.481973,4.555669,-1.004754,-1.804124,-0.964254,1.080979,0.934639,1.776619,1.284975,0.922957,2.266688,0.0,0.0,0.0
1472075314.440,-0.295447,-0.384739,1.681695,-1.332660,-2.962576,-1.168998,0.313605,-0.970675,0.984218,6.166359,5.022145,6.425333,6.368979,5.277334,7.040535,2.603007,2.177183,4.557574,0.0,0.0,0.0
1472075314.940,-7.375495,-8.950003,-6.834153,-3.317400,-3.907173,-1.818234,-3.071673,-3.355405,-1.754446,-1.979707,-3.646791,-1.627847,0.858733,-0.355856,1.342681,-2.899451,-6.521420,-1.931003,0.0,0.0,0.0
1472075315.440,-0.384248,-2.548120,0.147743,4.702069,0.661795,5.843966,3.569580,3.351177,4.250147,-0.691654,-1.026621,-0.501570,7.112699,3.085707,8.212938,-1.684596,-2.733022,-1.251959,0.0,0.0,0.0
1472075315.940,-0.865421,-1.412048,-0.702587,4.582846,3.827114,6.865741,-1.882886,-3.664795,-1.876894,2.217411,1.926172,2.256253,-3.415259,-3.459090,-2.393567,-0.068994,-0.673264,1.742756,0.0,0.0,0.0
1472075316.440,5.381100,3.188959,8.194288,7.427729,6.370278,7.715586,3.197876,3.081923,3.522166,-2.714437,-3.425315,-2.134148,2.663596,0.644088,2.940388,0.055459,-0.143796,2.891780,0.0,0.0,0.0
1472075316.940,-0.785241,-3.423372,1.321541,-1.678468,-2.120416,-0.050505,-2.870679,-4.445860,-1.792791,-3.996103,-4.912247,-3.953507,1.018158,-0.391020,2.301681,-0.635311,-2.003545,-0.494501,0.0,0.0,0.0
1472075317.440,1.191990,0.018772,2.560198,-3.145170,-3.207086,-2.213424,2.974069,2.587265,3.871488,0.849217,0.280543,1.084305,-2.972897,-3.593758,-2.433479,-0.348924,-0.703575,0.100470,0.0,0.0,0.0
1472075317.940,-0.718280,-0.869029,-0.360471,0.803284,0.732180,4.291808,-0.239114,-0.250649,1.097974,2.834164,2.825332,4.917560,-2.640166,-3.900182,-2.522623,0.906956,0.238245,3.058030,0.0,0.0,0.0
1472075318.440,-1.878309,-5.213259,-0.897609,0.501464,-1.976632,0.642928,3.664237,2.227145,4.545958,-0.590599,-1.233523,0.323447,1.565510,1.421207,1.602423,0.720854,-0.641416,1.523976,0.0,0.0,0.0
1472075318.940,-2.718699,-2.841603,-1.156516,1.649175,-0.151238,1.766292,-2.986906,-4.590070,-2.077965,-0.945861,-0.962714,-0.373099,-0.367555,-0.624934,-0.224889,-0.835944,-1.055301,-0.828150,0.0,0.0,0.0
1472075319.440,3.007345,2.650485,3.964857,3.223023,3.085969,3.427693,-0.477179,-1.313003,-0.381259,1.080719,-2.113561,1.961021,3.028364,1.927757,3.608883,-1.784266,-2.681018,-1.434985,0.0,0.0,0.0
1472075319.940,-2.510834,-3.067516,-1.884259,-2.160563,-2.317695,-1.257133,0.823735,-1.397347,0.913293,-6.794725,-7.834877,-5.118831,-3.161073,-3.287718,-2.231294,2.593408,0.970563,2.624465,0.0,0.0,0.0
1472075320.440,4.871640,3.041131,6.353233,-1.158274,-1.921229,-1.041463,-3.482424,-4.403246,-2.424303,-3.596503,-5.551359,1.607887,3.226684,3.120623,5.523137,1.010863,-0.659406,1.560381,0.0,0.0,0.0
1472075320.940,0.413664,-0.725143,1.746923,1.165911,-0.472528,2.446478,2.952749,2.826317,4.987638,6.068182,5.336508,6.913446,-1.251127,-1.311552,-0.495257,2.606196,2.314691,2.830918,0.0,0.0,0.0
1472075321.440,-5.903570,-6.001480,-5.242292,0.286740,-1.486879,1.159575,-0.785857,-0.845210,-0.709798,-4.761480,-5.410319,-4.645940,2.227880,1.696662,2.300483,2.430866,1.040429,2.923245,0.0,0.0,0.0
1472075321.940,-1.767712,-2.960529,-0.060474,0.330850,-0.056651,0.567745,-2.367897,-2.464410,-2.317986,1.333288,0.729858,1.376454,-1.794024,-3.404045,-0.424533,-0.936709,-1.415475,-0.372318,0.0,0.0,0.0
1472075322.440,3.027383,2.011697,3.051745,0.281808,-0.758410,0.340524,-3.947361,-4.411826,-3.348558,-2.711932,-3.025849,-1.718269,3.406960,1.609596,3.511070,-0.230920,-2.334192,0.227051,0.0,0.0,0.0
1472075322.940,-0.435941,-1.227731,0.199479,6.706262,3.809296,7.162531,0.883276,-0.696588,2.376654,2.191519,-2.422894,2.525733,-0.276116,-0.627851,0.043719,-1.745398,-2.817103,-0.944345,0.0,0.0,0.0
1472075323.440,2.429793,1.859086,3.971187,1.300589,0.997827,1.473862,1.954685,1.903814,7.138617,-1.665166,-2.947060,-1.215349,3.482119,2.963967,5.197556,4.633821,3.134761,4.967967,0.0,0.0,0.0
1472075323.940,0.711854,-1.440373,0.713100,1.634124,1.475250,2.271421,5.132610,4.726976,5.449588,0.938029,-0.180183,1.215685,0.010686,-0.673510,0.016878,4.326053,0.857538,5.772845,0.0,0.0,0.0
1472075324.440,-9.800844,-10.911431,-9.764409,4.177862,2.487538,6.030823,4.689145,4.543917,4.714045,-5.780556,-6.275656,-4.859001,2.488315,-0.527727,4.356123,-3.470615,-4.246215,-3.021506,0.0,0.0,0.0
1472075324.940,-0.129241,-1.947125,2.521143,1.023462,0.025466,2.152536,-1.431057,-2.029314,-0.326366,5.162077,4.634605,7.779296,-0.934789,-3.194969,0.170411,-2.519194,-3.098929,-0.085435,0.0,0.0,0.0
1472075325.440,4.397314,-2.824930,5.155143,-4.037151,-4.636406,-3.798502,-2.278813,-8.156695,-0.995551,1.975542,1.552756,3.237643,6.263695,5.233544,8.018146,-4.977956,-5.853014,-4.961871,0.0,0.0,0.0
1472075325.940,-1.645093,-2.645340,1.811108,1.338625,1.186895,2.717890,-0.519806,-0.597825,0.261176,-1.198949,-2.701437,1.575949,2.742158,1.565878,5.498694,7.613904,6.826758,9.943270,0.0,0.0,0.0
1472075326.440,-0.442670,-0.504762,0.663938,-3.528588,-3.626746,-3.502956,1.566985,1.014584,1.921852,-3.022327,-4.573437,-2.646087,-3.426229,-4.313173,-3.121730,-0.712031,-0.717630,0.096249,0.0,0.0,0.0
1472075326.940,1.104709,-0.836314,2.792961,-2.067716,-2.254626,0.096601,-0.273873,-1.046360,0.906210,-0.552711,-1.925378,0.020142,6.052463,0.531240,7.451588,-0.557345,-0.629275,0.203985,0.0,0.0,0.0
1472075327.440,1.050045,-0.145976,1.408234,-0.107398,-0.153437,-0.078570,-1.916120,-2.588587,2.253733,-2.194636,-2.515234,-1.951830,-5.035293,-5.047534,-4.764513,-2.813995,-3.926447,-1.560746,0.0,0.0,0.0
1472075327.940,-4.807449,-5.797315,-4.695614,1.120694,0.465911,3.380565,-1.336795,-1.688572,0.077460,1.866865,1.561033,2.209580,-5.194043,-5.224107,-2.794407,-1.978902,-2.025561,-1.822562,0.0,0.0,0.0
1472075328.440,0.002675,-1.047004,1.292928,-2.401007,-2.663220,0.260371,0.999544,0.859787,1.186662,-3.806047,-4.023244,-3.222641,-0.466470,-0.665993,-0.352968,-1.371268,-2.562729,-1.118281,0.0,0.0,0.0
1472075328.940,-0.953191,-2.479608,-0.165268,-0.841582,-1.394236,-0.466138,2.462119,0.887469,2.623950,-0.724211,-3.639700,-0.100275,0.775153,-0.251778,1.470034,-2.725734,-5.052125,-2.715461,0.0,0.0,0.0
1472075329.440,0.688888,-0.466973,1.054688,-1.127408,-2.190907,-0.897550,1.755568,-1.062781,3.579372,-1.253377,-2.597645,-0.103932,5.502071,5.361545,5.720297,-1.782333,-4.167649,-1.412613,0.0,0.0,0.0
1472075329.940,-3.169553,-3.495590,-2.809862,0.575942,-0.113290,1.140307,-2.867443,-3.240752,-1.871762,-4.151235,-4.224164,-3.782712,-1.168494,-2.984552,-1.084425,-2.685630,-3.663707,-0.260696,0.0,0.0,0.0
1472075330.440,2.555890,-0.061470,5.152645,-1.809293,-3.492058,-1.205797,1.846965,1.197911,2.755073,0.432302,-0.847872,0.882909,-3.707902,-3.780177,-2.424844,-0.872127,-1.140743,-0.747267,0.0,0.0,0.0
1472075330.940,-2.446842,-3.619812,-2.075426,-4.350268,-4.838263,-4.054904,-0.879956,-1.460075,-0.822877,-1.559209,-2.874638,-0.322951,-3.338117,-4.076685,-3.031893,-1.001746,-2.251827,-0.199275,0.0,0.0,0.0
1472075331.440,1.050161,-0.398877,1.230714,-0.270109,-3.683627,0.834588,0.935183,-0.431499,1.510121,-0.408885,-2.237343,-0.341013,4.978635,4.956837,4.985961,8.557224,8.371403,8.874589,0.0,0.0,0.0
1472075331.940,-0.687215,-2.334081,0.871494,-0.879072,-0.969532,0.225231,-2.119730,-3.078876,-1.764193,-1.085013,-1.570412,3.353413,4.658175,3.045653,4.977799,1.799017,1.736812,2.179860,0.0,0.0,0.0
1472075332.440,0.120224,-0.373457,0.199873,0.519417,-1.235705,0.817510,5.059972,4.554606,6.189146,-2.043840,-2.515654,-1.514143,1.842991,1.429170,3.258026,-0.057189,-0.421423,0.146436,0.0,0.0,0.0
1472075332.940,-3.684386,-4.289611,-3.399938,-1.026263,-1.623109,-0.620171,2.558917,2.460142,5.104653,-0.404960,-1.174682,-0.333699,3.455432,3.088384,5.567530,1.256459,-0.513148,1.938982,0.0,0.0,0.0
1472075333.440,-2.515505,-3.516401,-2.463852,-0.240076,-2.205767,1.918496,-6.169387,-9.410995,-5.389686,-0.510382,-1.349974,-0.191225,-4.814851,-5.127853,-4.664962,3.719857,3.417574,4.514086,0.0,0.0,0.0
