TimeStamp,RAW-ENG,MIN-ENG,MAX-ENG,RAW-VAL,MIN-VAL,MAX-VAL,RAW-MED,MIN-MED,MAX-MED,RAW-FRU,MIN-FRU,MAX-FRU,RAW-FOC,MIN-FOC,MAX-FOC,RAW-EXC,MIN-EXC,MAX-EXC,MarkerRange,MarkerType,MarkerTitle
1472085705.582,1.518067,1.297036,1.802575,-6.315845,-7.115868,-5.942421,0.489949,-0.711209,0.669465,-1.543506,-1.728967,-0.770550,-3.513372,-3.935815,-3.471603,-0.557078,-1.883074,0.040552,0.0,0.0,0.0
1472085706.082,2.202045,2.156375,3.118854,4.107300,1.441231,5.050526,1.449094,1.251305,3.048534,1.539571,-0.750840,2.039667,-2.017886,-2.682868,-1.822518,-5.959118,-6.581809,-5.594884,0.0,0.0,0.0
1472085706.582,-0.395951,-2.765153,-0.362139,-3.020585,-7.224189,-2.623496,-0.792774,-2.487332,0.238615,2.755365,2.413326,3.347699,-0.571809,-1.151379,0.293077,2.100208,0.018292,2.427368,0.0,0.0,0.0
1472085707.082,3.201517,2.786980,7.013420,1.962846,-0.007930,4.056917,-1.332008,-1.756975,0.420578,-2.281918,-2.721775,-0.638115,0.120919,-1.074035,0.179449,0.165308,-0.047698,0.682449,0.0,0.0,0.0
1472085707.582,-1.110538,-1.684885,-0.903452,-2.494839,-3.492987,-1.000587,2.846279,2.768635,2.898812,-3.884757,-3.919275,-3.769671,2.355843,2.275709,2.376762,3.530585,2.395435,3.769161,0.0,0.0,0.0
1472085708.082,1.143271,0.661449,2.673393,-2.208156,-5.615865,-1.502689,-0.945375,-1.195957,-0.184526,4.608048,4.418725,4.660317,-0.077178,-3.892743,0.473436,1.239681,-0.525119,2.994352,0.0,0.0,0.0
1472085708.582,3.615573,3.088762,4.305496,-1.682315,-2.197783,-0.778278,2.880679,2.192067,2.899303,6.266561,-5.019988,6.342272,-3.768595,-4.502922,-3.633203,-2.227340,-2.486787,-2.040423,0.0,0.0,0.0
1472085709.082,-4.935846,-5.123440,-4.793524,-4.016409,-7.084747,-1.368158,-5.253783,-6.369629,-4.843134,-5.617625,-6.055806,-2.737106,-4.020011,-6.524922,-3.737700,-6.951755,-9.991762,-5.219210,0.0,0.0,0.0
1472085709.582,1.001301,-1.852097,1.554704,-3.220062,-3.337981,-2.056442,-3.396521,-5.241693,-1.656989,-3.800214,-4.703601,-2.470003,-0.159363,-0.547965,-0.115079,-6.855166,-7.314913,-6.754889,0.0,0.0,0.0
1472085710.082,1.720082,1.382070,2.964260,1.707779,0.357003,3.356135,1.147510,0.491443,2.604510,-3.963465,-4.024335,-2.824824,0.082781,-1.416503,1.690134,-4.104180,-4.205681,-2.181571,0.0,0.0,0.0
1472085710.582,-3.433171,-3.514967,-2.998051,4.470553,3.768308,5.651504,-1.838341,-2.486692,-1.773258,0.583403,0.418204,2.152488,-1.286802,-2.198019,-0.557050,-4.827912,-6.606926,-4.548544,0.0,0.0,0.0
1472085711.082,-0.261737,-1.183232,0.084328,-1.938214,-2.171671,-1.237255,-3.973038,-5.213009,-2.834895,3.209230,1.673649,5.001841,-3.704946,-3.816662,-3.444603,-0.411158,-0.636233,1.516136,0.0,0.0,0.0
1472085711.582,-1.081901,-1.299125,-0.874473,0.977098,0.513082,2.214747,-2.657287,-4.462699,-2.357511,-2.282607,-2.457480,-2.239941,2.027377,1.687040,3.083427,1.099129,-0.154657,1.451059,0.0,0.0,0.0
1472085712.082,-5.579897,-5.982598,-5.306313,-5.998489,-6.058997,-5.303451,2.193951,0.431674,3.583197,-0.651394,-0.919013,-0.294307,-2.998566,-3.805516,-1.865133,-5.697473,-6.329705,-4.998673,0.0,0.0,0.0
1472085712.582,3.572605,2.140865,6.553419,3.430474,3.342511,4.094089,0.165969,-0.239215,2.056728,-1.593907,-2.303841,1.175556,0.286073,0.012526,1.506631,-6.343977,-8.744081,-4.665683,0.0,0.0,0.0
1472085713.082,1.930535,0.773317,2.161822,0.045447,-1.146623,0.801909,2.954636,2.776802,3.716376,1.972242,1.768011,2.472794,-3.897524,-4.145141,-2.708182,1.256416,0.957423,2.367618,0.0,0.0,0.0
1472085713.582,-0.203572,-0.610250,0.563874,2.351391,1.336652,3.086938,2.630006,2.307360,3.209996,-2.003361,-3.356862,-1.584584,2.550065,2.301864,3.098004,2.070776,1.706854,2.596913,0.0,0.0,0.0
1472085714.082,1.748173,1.728815,4.021080,2.850485,2.008225,3.478701,-5.889802,-6.372703,-2.628101,-3.594555,-4.322613,-3.525101,-4.915020,-5.262278,-2.046214,2.525698,1.886906,4.163613,0.0,0.0,0.0
1472085714.582,1.505246,1.404328,1.944511,-0.452133,-1.331853,1.528760,0.410643,-2.333537,0.493440,2.916666,2.694867,3.667554,0.706201,0.075120,1.855614,0.058728,-1.514190,0.674763,0.0,0.0,0.0
1472085715.082,6.184983,5.443664,6.513222,2.408791,1.220323,4.150737,-3.596670,-3.718432,-2.827749,2.296419,1.896843,2.979441,4.153187,3.711503,4.218450,-0.685199,-2.407122,-0.079024,0.0,0.0,0.0
1472085715.582,-9.855653,-10.656760,-8.156022,2.189076,1.903194,2.910054,-5.549050,-6.567769,-3.746346,-2.315042,-4.250612,-2.216991,-2.980937,-3.617266,-2.870554,3.752106,2.751178,4.633270,0.0,0.0,0.0
1472085716.082,-0.423100,-1.584447,3.002821,0.804171,0.455500,2.392513,-2.450847,-3.120882,-2.110887,0.574669,-1.001824,1.105928,-5.452854,-8.424438,-3.979951,2.183678,1.453764,3.542864,0.0,0.0,0.0
1472085716.582,3.665531,2.994560,3.900942,5.368964,1.950437,6.413813,-1.930650,-2.369231,-0.046882,-1.084748,-1.543268,-0.432412,-3.491574,-4.243693,-2.281877,1.434368,1.184552,2.245685,0.0,0.0,0.0
1472085717.082,-0.188862,-0.416743,0.403602,2.103063,1.828017,3.169341,0.436906,0.230871,1.640445,-5.231212,-5.343027,-2.889694,-0.261050,-1.005303,2.038340,1.316780,-1.621163,1.646679,0.0,0.0,0.0
1472085717.582,-0.281861,-1.275142,1.002888,-0.449635,-1.180507,-0.295879,-5.335518,-7.470616,-5.159379,5.331348,5.160436,7.292684,2.604049,1.505700,2.708252,2.303964,1.763043,2.716614,0.0,0.0,0.0
1472085718.082,3.170220,2.464679,3.632174,-0.980015,-2.489585,0.005645,3.393982,2.805887,3.813115,1.713548,1.585961,2.891137,0.277950,-0.496563,1.152992,-0.424675,-1.799433,0.102859,0.0,0.0,0.0
1472085718.582,2.566383,1.851225,5.596391,1.013670,-2.756351,1.490714,-4.337512,-5.168543,-2.836877,-0.617821,-1.417928,0.561590,0.729273,-1.419457,3.033151,2.453974,2.439428,2.629209,0.0,0.0,0.0
1472085719.082,-4.023051,-4.845825,-3.904631,-2.399841,-2.606357,-2.229580,-1.813874,-2.068981,-1.147045,-5.073977,-7.546891,-4.739377,2.359904,2.130253,2.758150,1.256646,0.905841,2.879566,0.0,0.0,0.0
1472085719.582,0.392238,-1.631538,1.214132,0.449003,-0.235398,0.675135,-2.224794,-2.273137,-2.198846,1.232435,0.737272,2.127416,-1.125045,-3.051308,-0.702584,2.811232,0.560795,7.262841,0.0,0.0,0.0
1472085720.082,5.808291,5.630369,6.404712,-0.843830,-1.738305,0.335318,3.750849,3.403679,4.313846,-0.533252,-3.182972,0.368360,-0.414575,-1.638988,0.947353,-2.783855,-5.035215,-2.777243,0.0,0.0,0.0
1472085720.582,8.121830,6.658058,8.335486,2.873817,2.533203,2.995778,-5.483449,-5.910338,-3.092670,1.358048,-1.201618,1.412898,3.356794,2.943884,3.377932,-1.051909,-1.835619,-0.984777,0.0,0.0,0.0
1472085721.082,3.779677,1.502065,4.431580,-4.522365,-4.556067,-3.896929,-1.895751,-2.291301,0.622383,0.799845,0.612343,0.968221,-0.062489,-0.279213,0.087535,-1.608495,-2.397266,-0.434419,0.0,0.0,0.0
1472085721.582,6.664756,4.577265,7.040863,-3.075391,-3.396080,-2.475552,-7.692839,-8.933240,-7.408170,-1.191157,-4.192663,-1.088528,2.793276,2.415486,3.220633,0.153820,-0.653769,2.012338,0.0,0.0,0.0
1472085722.082,0.215220,-0.620937,0.726237,0.157702,-0.264441,2.273276,-1.108681,-1.258355,-0.839022,-2.961439,-3.563586,-2.011153,0.327542,-0.052793,0.926559,-6.061027,-6.789507,-5.568187,0.0,0.0,0.0
1472085722.582,-3.608720,-5.032545,-0.500339,-4.979733,-5.043039,-4.592011,-6.037403,-9.288349,-4.960250,-5.772661,-6.260282,-5.282424,2.013954,0.737561,3.087293,1.275627,1.071107,3.019335,0.0,0.0,0.0
1472085723.082,-2.691210,-3.029807,-2.154281,-1.223278,-2.476350,-1.057302,-0.313521,-1.698832,0.048247,-6.205037,-11.067048,-4.890357,-3.602885,-4.053641,-2.859654,-2.630607,-5.585040,-1.311138,0.0,0.0,0.0
1472085723.582,4.049370,2.729621,4.289106,-3.322962,-3.414137,-2.666109,-4.998570,-5.127087,-3.788991,0.065807,-0.126192,1.398503,2.548928,2.383869,4.515008,-2.361424,-4.925753,1.564455,0.0,0.0,0.0
1472085724.082,0.883484,-0.393505,4.703662,-4.218089,-6.317439,-3.969658,-5.262426,-5.306384,-4.795185,0.288694,0.121093,0.760999,5.913265,4.977100,6.493336,-0.715752,-1.061339,-0.636092,0.0,0.0,0.0
1472085724.582,4.361104,3.101539,6.964873,2.625086,0.041490,2.971287,2.546133,0.763552,3.609892,1.335287,1.324116,1.924055,6.817420,5.419795,8.000301,-0.369727,-0.941869,0.296357,0.0,0.0,0.0
1472085725.082,2.451446,0.648488,3.342719,-4.064710,-4.560601,-4.053194,-0.079494,-0.914443,-0.010211,5.826654,3.479965,6.466154,-0.108775,-1.455730,1.887425,2.553477,2.320687,2.734112,0.0,0.0,0.0
1472085725.582,-1.234358,-1.539828,-1.214081,-1.057842,-3.090412,-0.809737,0.599355,0.590687,1.061690,0.134194,-1.056910,0.496031,-0.892114,-1.102529,-0.268338,4.913032,4.311366,5.468870,0.0,0.0,0.0
1472085726.082,3.752107,3.168232,4.426973,3.974107,1.525271,4.094434,8.530484,6.454467,9.146769,2.335692,1.758348,3.327383,0.961914,0.264058,1.750946,-2.641606,-2.937431,-0.750180,0.0,0.0,0.0
1472085726.582,-1.773623,-2.201343,-1.540939,2.063841,-1.035918,2.898764,1.768658,1.610681,2.736570,-3.149452,-3.938936,-2.876040,-1.647521,-1.942236,-1.575582,4.921451,4.737801,7.443637,0.0,0.0,0.0
1472085727.082,0.583196,0.255031,1.430943,-2.713522,-2.872258,-1.987840,0.236788,-0.034484,1.319595,-1.498389,-2.709203,-0.694230,-2.210779,-3.659628,-2.097062,1.076705,0.351373,3.855192,0.0,0.0,0.0
1472085727.582,1.561883,0.802291,2.184329,5.733693,5.289373,6.137496,-6.713767,-8.084125,-6.456810,-1.095433,-1.180379,-0.471523,-0.543032,-0.745370,0.416154,-1.266135,-2.026172,-0.541015,0.0,0.0,0.0
1472085728.082,1.788486,1.483054,1.992096,1.564246,0.059220,3.189961,3.683266,3.508930,4.066426,1.164868,-2.154335,1.200995,-2.099964,-2.744237,-1.722570,1.456449,0.008710,1.805228,0.0,0.0,0.0
1472085728.582,-4.300678,-5.223883,-0.581529,2.961775,2.404704,4.161856,4.700120,4.512374,5.782587,1.923945,1.741112,2.269965,1.995566,0.929594,2.180539,-0.534349,-1.862640,-0.293233,0.0,0.0,0.0
1472085729.082,-0.787805,-2.744198,1.688771,-0.348632,-0.572106,1.617717,0.037837,-1.824012,0.557505,-2.577550,-3.495103,-2.239485,-0.102458,-2.156221,-0.071355,5.098743,2.455458,5.755024,0.0,0.0,0.0
1472085729.582,-0.645588,-1.130552,0.834770,-1.642176,-3.251222,-0.162875,-4.873210,-5.341456,-4.842851,1.541048,0.647744,2.607029,-0.878720,-2.210392,0.448457,0.273023,0.131929,2.736369,0.0,0.0,0.0
1472085730.082,-4.832782,-4.921715,-3.357434,-3.003472,-3.990299,-2.871444,2.551218,1.872849,4.096917,-1.082927,-2.265582,-0.298551,1.291308,0.960584,2.818192,-5.977804,-6.510024,-1.658137,0.0,0.0,0.0
1472085730.582,0.913790,0.268233,1.944517,0.890103,0.157008,1.134328,-1.400717,-2.821256,-0.681780,5.045518,4.413377,5.847090,0.647922,0.157228,4.483057,7.377294,6.901017,7.922966,0.0,0.0,0.0
1472085731.082,-1.170885,-2.036493,0.417720,-3.198433,-4.220661,-2.402147,-3.090905,-3.211024,-2.805305,3.972889,2.061716,4.838591,1.212877,1.067648,1.882104,-1.914687,-2.493384,-1.664303,0.0,0.0,0.0
1472085731.582,1.415876,1.151182,1.742291,-0.327075,-0.843918,0.648683,-2.702026,-2.730123,-1.745569,-4.269025,-5.585171,-4.172748,-1.511306,-2.754375,-1.482755,4.401276,3.283310,5.456960,0.0,0.0,0.0
1472085732.082,0.086595,-0.658021,0.710012,-2.436057,-3.288248,-0.428931,-1.006898,-3.314240,1.181378,-1.751945,-2.654262,-1.430295,-3.801187,-3.851987,-3.588552,4.327996,2.042081,4.357399,0.0,0.0,0.0
1472085732.582,1.713494,0.482798,4.470812,0.919129,0.879362,1.872148,-4.743682,-5.224794,-3.546906,-1.499906,-2.292947,-1.036928,-0.038940,-1.939226,0.938627,0.372360,-0.266760,3.082627,0.0,0.0,0.0
1472085733.082,2.012849,-0.259192,2.186534,0.311255,-0.103471,0.694773,-0.525910,-0.891887,-0.057301,-0.598540,-1.673529,-0.102890,0.595059,-0.217878,1.943904,-3.930088,-7.267556,-3.028126,0.0,0.0,0.0
1472085733.582,5.733437,3.873665,7.050999,3.394619,3.161171,4.162731,0.133329,-0.072211,0.226421,0.584426,-0.683600,1.201642,1.288660,0.807074,1.754422,2.250040,1.453816,2.408355,0.0,0.0,0.0
1472085734.082,3.538193,3.282422,3.654849,3.341277,2.461297,4.801474,-0.462850,-2.188747,0.907978,1.984566,1.414380,2.563621,3.000747,2.585445,3.448253,2.668599,0.738597,2.780593,0.0,0.0,0.0
1472085734.582,-3.791106,-4.321175,-2.342021,0.623141,0.233178,1.381317,1.952555,-1.716899,2.285416,2.425874,1.637561,2.838435,0.285578,-0.541317,0.576162,-4.566244,-5.116589,-1.513401,0.0,0.0,0.0
1472085735.082,-1.040342,-1.101701,-0.951604,4.645591,4.576310,6.231019,-1.880811,-4.412765,-0.078767,0.064555,-0.191333,0.294085,-3.368901,-3.779623,-3.267551,-0.650835,-2.491903,-0.172227,0.0,0.0,0.0
1472085735.582,1.579356,0.483441,1.641263,1.886900,1.130211,2.288873,-4.197121,-4.222912,-4.084835,2.794783,2.306087,3.584269,-1.521938,-4.219928,-1.521432,3.359540,2.309471,3.992792,0.0,0.0,0.0
1472085736.082,0.731457,-0.079747,0.775754,-3.478672,-3.824919,-3.475254,2.376297,1.159198,3.186867,-2.489068,-3.558610,1.182446,-1.992124,-3.549983,-0.790235,0.148715,-0.103345,1.062991,0.0,0.0,0.0
1472085736.582,-3.029297,-3.444331,-2.132998,-4.399992,-7.318854,-4.351408,0.868344,-0.946743,2.659711,-3.066329,-5.224165,-1.995993,-0.521377,-2.138408,-0.388904,-4.127476,-6.706434,-2.567181,0.0,0.0,0.0
1472085737.082,2.055357,0.021425,3.427403,2.082322,0.459738,3.188595,-5.357624,-5.549147,-4.477925,1.634739,-0.075076,2.555473,-1.127301,-1.702230,0.694000,-0.719854,-1.555820,0.309335,0.0,0.0,0.0
1472085737.582,-1.244820,-1.827941,1.206004,5.838661,4.176746,6.715820,0.219603,-2.070527,0.408182,-7.754902,-8.590651,-7.573065,-2.490363,-2.851833,-2.315022,-1.758628,-2.642568,-1.567011,0.0,0.0,0.0
1472085738.082,1.023895,-2.289947,2.032048,-1.759404,-2.672585,-0.425899,1.054073,-0.027094,1.513709,-0.896828,-1.244986,-0.235360,-1.320114,-2.403288,0.523173,1.359602,1.027210,1.856315,0.0,0.0,0.0
1472085738.582,0.285234,-0.618540,0.601865,-1.489706,-3.458429,0.754717,3.902003,2.407659,7.127859,-1.438599,-2.470047,0.601169,0.421245,-1.819843,0.626713,0.426541,0.212224,2.825963,0.0,0.0,0.0
1472085739.082,-1.754468,-1.894730,-1.502400,-4.361009,-4.447321,-3.485437,-0.461816,-0.538822,0.897042,-1.774899,-2.513454,-1.747758,2.246910,2.133961,3.067361,-1.345143,-2.483637,1.756690,0.0,0.0,0.0
1472085739.582,-1.344958,-4.181817,-0.202934,-1.289051,-3.397117,-1.267634,-5.779262,-6.881208,-5.758587,-1.310943,-2.766773,1.479636,1.650654,1.196992,4.269117,-0.708278,-1.376258,0.414209,0.0,0.0,0.0
1472085740.082,0.894049,0.208089,2.396834,1.570955,0.215696,3.850671,3.214454,2.718931,5.072971,-2.206696,-2.553623,-1.693534,-0.331814,-2.088845,0.361483,6.265326,5.829731,7.730384,0.0,0.0,0.0
1472085740.582,1.939614,0.293511,2.202255,1.089745,0.500159,1.114022,-1.129440,-1.687443,-0.364434,5.596180,4.609826,6.226123,-1.704708,-2.167633,-0.252090,1.514544,0.815960,1.957780,0.0,0.0,0.0
1472085741.082,0.431715,0.172290,1.206304,-2.764118,-2.765560,-2.647718,1.029492,0.496425,3.437468,-0.143131,-0.638160,0.227725,6.639139,4.475522,7.591115,-6.126747,-6.265725,-4.568828,0.0,0.0,0.0
1472085741.582,5.899632,4.912504,6.616406,-1.736176,-2.557019,-1.096764,5.802025,5.742584,5.954109,0.227763,-0.913274,1.258524,-2.350757,-3.788959,-1.171750,-2.180852,-3.262207,-1.549566,0.0,0.0,0.0
1472085742.082,2.243832,-2.354210,3.474985,-3.722897,-4.569123,-3.397893,3.672695,3.537679,4.348308,-2.534544,-2.583085,1.912614,-0.890120,-2.432566,-0.458526,-1.465140,-3.889959,-0.952682,0.0,0.0,0.0
1472085742.582,1.421965,0.132545,5.147953,-0.913532,-1.249530,1.533089,-4.736884,-4.989450,-4.093716,-2.721002,-3.509047,-1.996549,3.291257,2.832446,5.949259,-2.089893,-4.070629,-2.069124,0.0,0.0,0.0
1472085743.082,1.468153,0.721007,1.653636,1.996564,1.943228,2.522539,1.957545,1.524497,2.813912,-2.993316,-3.603148,-2.249350,0.359982,0.177564,0.530480,2.191276,-2.621615,2.524051,0.0,0.0,0.0
1472085743.582,2.373054,2.091270,3.846678,-1.839719,-2.812250,-1.523849,1.051957,0.609466,1.868619,-3.155132,-3.717345,-3.042369,1.527004,-0.540371,1.574661,1.735304,0.882061,1.763592,0.0,0.0,0.0
1472085744.082,0.221233,-0.966600,1.694057,0.356038,-1.008772,1.912655,1.150492,0.037948,1.583556,0.342049,-0.190323,2.086544,-2.795474,-3.069391,-2.510084,-0.111022,-0.623039,0.082382,0.0,0.0,0.0
1472085744.582,0.385633,-3.689384,0.879289,3.898067,1.583142,4.495004,3.598761,2.953702,4.312132,-0.082709,-0.471910,0.317303,-0.466564,-1.038994,-0.283546,0.282769,0.120789,0.646080,0.0,0.0,0.0
1472085745.082,2.077656,1.793910,2.906022,2.664448,2.416891,2.983545,3.375689,3.080987,3.704208,-2.846989,-2.875968,-2.430931,-2.476803,-3.795147,-2.395095,-1.089790,-3.836068,-0.510936,0.0,0.0,0.0
1472085745.582,1.343417,0.953759,2.754003,-0.435447,-1.376205,-0.045368,-1.836456,-2.317063,-1.122474,-3.260121,-3.869279,-2.745290,-5.033584,-5.370655,-3.436800,-3.916560,-5.967443,-2.819330,0.0,0.0,0.0
1472085746.082,-0.988793,-2.513038,0.063439,4.502356,4.033830,4.662682,0.679787,0.117321,0.807207,0.278698,-2.913165,2.693496,-0.110694,-0.936453,1.596416,-2.714081,-6.197516,0.172583,0.0,0.0,0.0
